PMID	Title	Abstract	Author	Affiliation	Journal	Date
28449611	Return to play and performance after anterior cruciate ligament reconstruction in	"OBJECTIVES: To investigate return to play (RTP) and functional performance after anterior cruciate ligament reconstruction (ACLR) in National Basketball Association
(NBA) players and to perform a systematic review of the literature to understand RTP
after ACLR in professional basketball. METHODS: NBA players undergoing ACLR between
2008 and 2014 by two surgeons were identified. RTP and performance were assessed
based on a review of publically available statistics. A systematic review of the
literature was performed using the MEDLINE database. Inclusion criteria were:
English language, ACL surgery outcome, professional basketball and RTP outcome. We
reviewed studies for RTP rates and RTP performance. RESULTS: Our study included 12
professional basketball players with NBA level experience. Eleven of the 12 players
returned to their prior level of play. Eight of the 9 (88.9%) players actively
playing in the NBA returned to play in the NBA at a mean 9.8 months. Among players
returning to NBA play, during RTP season 1, mean per game statistics decreased for
the following: minutes, points, rebounds, assists, steals, blocks, turnovers and
personal fouls - none of these changes reached statistical significance. Player
efficiency ratings significantly declined from pre-injury (12.5) to the first RTP
season (7.6) (p = 0.05). By RTP season 2, player performance metrics approximated
pre-injury levels and were not significantly different. Six studies met inclusion
criteria; reported RTP rates ranged from 78-86%. Identified studies similarly found
a decline in functional performance after RTP. CONCLUSION: There is a high rate
(89%) of return to NBA play for NBA players undergoing ACLR. After RTP, however,
there is a quantitative decline in initial season 1 RTP statistics with a
significant decrease in player efficiency rating. By RTP season 2, performance
metrics demonstrated an improvement compared to RTP season 1 but did not reach
pre-injury functional performance, though performance metrics are not significantly
different between pre-injury and RTP season 2.
"	Nwachukwu BU|Anthony SG|Lin KM|Wang T|Altchek DW|Allen AA	Hospital for Special Surgery	The Physician and sportsmedicine	4/30/17 6:00
11273971	Ankle injuries in basketball: injury rate and risk factors.	"OBJECTIVES: To determine the rate of ankle injury and examine risk factors of ankle injuries in mainly recreational basketball players. METHODS: Injury observers sat
courtside to determine the occurrence of ankle injuries in basketball. Ankle injured
players and a group of non-injured basketball players completed a questionnaire.
RESULTS: A total of 10 393 basketball participations were observed and 40 ankle
injuries documented. A group of non-injured players formed the control group (n =
360). The rate of ankle injury was 3.85 per 1000 participations, with almost half
(45.9%) missing one week or more of competition and the most common mechanism being
landing (45%). Over half (56.8%) of the ankle injured basketball players did not
seek professional treatment. Three risk factors for ankle injury were identified:
(1) players with a history of ankle injury were almost five times more likely to
sustain an ankle injury (odds ratio (OR) 4.94, 95% confidence interval (CI) 1.95 to
12.48); (2) players wearing shoes with air cells in the heel were 4.3 times more
likely to injure an ankle than those wearing shoes without air cells (OR 4.34, 95%
CI 1.51 to 12.40); (3) players who did not stretch before the game were 2.6 times
more likely to injure an ankle than players who did (OR 2.62, 95% CI 1.01 to 6.34).
There was also a trend toward ankle tape decreasing the risk of ankle injury in
players with a history of ankle injury (p = 0.06). CONCLUSIONS: Ankle injuries
occurred at a rate of 3.85 per 1000 participations. The three identified risk
factors, and landing, should all be considered when preventive strategies for ankle
injuries in basketball are being formulated.
"	McKay GD|Goldie PA|Payne WR|Oakes BW	La Trobe University	British journal of sports medicine	3/29/01 10:00
30092009	Kinetics and perception of basketball landing in various heights and footwear	"BACKGROUND: The previous studies on basketball landing have not shown a systematic agreement between landing impacts and midsole densities. One plausible reason is
that the midsole densities alone used to represent the cushioning capability of a
shoe seems over simplified. The aim of this study is to examine the effects of
different landing heights and shoes of different cushioning performance on tibial
shock, impact loading and knee kinematics of basketball players. METHODS: Nineteen
university team basketball players performed drop landings from different height
conditions (0.45m vs. 0.61m) as well as with different shoe cushioning properties
(regular, better vs. best-cushioned). For each condition, tibial acceleration,
vertical ground reaction force and knee kinematics were measured with a tri-axial
accelerometer, force plate and motion capture system, respectively. Heel comfort
perception was indicated on the 150-mm Visual Analogue Scale. A 2 (height) x 3
(footwear) ANOVA with repeated measures was performed to determine the effects of
different landing heights and shoe cushioning on the measured parameters. RESULTS:
We did not find significant interactions between landing height and shoe conditions
on tibial shock, impact peak, mean loading rate, maximum knee flexion angle and
total ankle range of motion. However, greater tibial shock, impact peak, mean
loading rates and total ankle range of motion were determined at a higher landing
height (P < 0.01). Regular-cushioned shoes demonstrated significantly greater tibial
shock and mean loading rate compared with better- and best-cushioned shoes (P <
0.05). The correlation analysis indicated that the heel comfort perception was
fairly associated with impact peak and mean loading rate regardless of heights (P <
0.05), but not associated with tibial shock. CONCLUSIONS: Determination of shoe
cushioning performance, regardless of shoe midsole materials and constructions,
would be capable in order to identify optimal shoe models for better protection
against tibial stress fracture. Subjective comfort rating could estimate the level
of impact loading in non-laboratory based situations.
"	Wei Q|Wang Z|Woo J|Liebenberg J|Park SK|Ryu J|Lam WK	Shenyang Sports Institute	PloS one	8/10/18 6:00
31703270	Hand Preference and Performance in Basketball Tasks.	"The aims of this study were to develop and validate an instrument to quantitatively assess the handedness of basketballers in basketball tasks (Basketball Handedness
Inventory, BaHI) and to compare it with their handedness in daily activities by the
Edinburgh Handedness Inventory (EHI). The participants were 111 basketballers and 40
controls. All subjects completed the EHI and only basketballers filled in the BaHI.
To validate the BaHI, a voluntary subsample of basketballers repeated the BaHI.
Exploratory and confirmatory factor analyses supported a two-factor model. Our
results show that: (i) Handedness score (R) in daily actions did not differ between
basketball players (R by EHI = 69.3 ± 44.6) and the control group (R by EHI = 64.5 ±
58.6); (ii) basketballers more frequently favored performing certain sport tasks
with the left hand or mixed hands (as highlighted by R by BaHI = 50.1 ± 47.1),
although their choice was primarily the right hand in everyday gestures; and (iii)
this preference was especially true for athletes at the highest levels of
performance (R by BaHI of A1 league = 38.6 ± 58.3) and for those playing in selected
roles (point guard's R = 29.4 ± 67.4). Our findings suggest that professional
training induces handedness changes in basketball tasks. The BaHI provides a valid
and reliable measure of the skilled hand in basketball. This will allow coaches to
assess mastery of the ball according to the hand used by the athlete in the
different tasks and roles.
"	Gualdi-Russo E|Rinaldo N|Pasini A|Zaccagni L	University of Ferrara	International journal of environmental research and public health	11/11/19 6:00
31389712	Ankle Sprains in the National Basketball Association, 2013-2014 Through 2016-2017.	"BACKGROUND: Ankle sprains are one of the most common injuries in basketball. Despite this, the incidence and setting of ankle sprains among elite basketball players are
not well described. PURPOSE: To describe the epidemiology of ankle sprains among
National Basketball Association (NBA) players. STUDY DESIGN: Cohort study; Level of
evidence, 3. METHODS: All players on an NBA roster for ≥1 NBA game (preseason,
regular season, or playoffs) during the 2013-14 through 2016-17 seasons were
included. Data were collected with the NBA electronic medical record system. All NBA
teams used the electronic medical record continuously throughout the study period to
record comprehensive injury data, including onset, mechanism, setting, type, and
time lost. Game incidence rates were calculated per 1000 player-games and per 10,000
player-minutes of participation, stratified by demographic and playing
characteristics. RESULTS: There were 796 ankle sprains among 389 players and 2341
unique NBA player-seasons reported in the league from 2013-14 through 2016-17. The
overall single-season risk of ankle sprain was 25.8% (95% CI, 23.9%-28.0%). The
majority of ankle sprains occurred in games (n = 565, 71.0%) and involved a contact
mechanism of injury (n = 567, 71.2%). Most ankle sprains were lateral (n = 638,
80.2%). The incidence of ankle sprain among players with a history of prior ankle
sprain in the past year was 1.41 times (95% CI, 1.13-1.74) the incidence of those
without a history of ankle sprain in the past year (P = .002). Fifty-six percent of
ankle sprains did not result in any NBA games missed (n = 443); among those that
did, players missed a median of 2 games (interquartile range, 1-4) resulting in a
cumulative total of 1467 missed player-games over the 4-season study period.
CONCLUSION: Ankle sprains affect approximately 26% of NBA players on average each
season and account for a large number of missed NBA games in aggregate. Younger
players and players with a history of ankle sprain have elevated rates of incident
ankle sprains in games, highlighting the potential benefit for integrating injury
prevention programs into the management of initial sprains. Research on basketball-
and ankle-specific injury prevention strategies could provide benefits.
"	Herzog MM|Mack CD|Dreyer NA|Wikstrom EA|Padua DA|Kocher MS|DiFiori JP|Marshall SW	University of North Carolina at Chapel Hill	The American journal of sports medicine	8/8/19 6:00
30468355	Effects of a combined strength and conditioning training program on physical	"BACKGROUND: The aim of this study was to evaluate the effects of an in-season strength and conditioning program on physical abilities in under-16 sub-elite
basketball players. METHODS: Sixteen young male basketball players were assessed
using countermovement jump (CMJ), squat jump (SJ), 10-meters sprint and Pro Agility
Test, before and after an 8-week in-season strength and conditioning program. Both
the control group (BASK; N.=7) and the experimental group (SC; N.=9) were involved
in regular basketball practice; additionally, the SC group performed 4 sessions per
week of training intervention considering postmatch days and prior days to next
match. The training protocol consisted of three components: a stabilization block, a
neuromuscular/strength block (i.e. circuit of mobility, plyometric, coordination,
reaction, and stability exercises) and a power block (i.e. resisted movement
training performed with VertiMax V6 platform). RESULTS: Substantial improvements in
CMJ (likely; d=0.30-0.47) were found in both groups. Moreover, the SC group
displayed substantial increase in SJ (likely; d=0.07-1.26) and also in 10 m-sprint
(d=-0.13-1.34). The between-group analysis also revealed greater improvements for
the SC group in 10-m sprint (d=1.37) and SJ (d=0.50). CONCLUSIONS: In -season
regular basketball practice plus strength and conditioning training program can lead
to a greater improvement on jumping and sprinting abilities in male young basketball
players comparing to the regular basketball training.
"	Arede J|Vaz R|Franceschi A|Gonzalo-Skok O|Leite N	University of Trás-os-Montes  Alto Douro	The Journal of sports medicine and physical fitness	11/24/18 6:00
30193074	Effects of basketball-specific high-intensity interval training on aerobic	"OBJECTIVE: The goal of this study was to investigate the effects of a 5-week, basketball-specific high-intensity interval training (HIIT) on aerobic performance
in youth female basketball players. METHODS: Twenty-four athletes (age
15.1 ± 1.1 years; height: 170 ± 5.2 cm; body mass: 60.9 ± 6.0 kg) took part in the
investigation. The training group (TG, n = 11) integrated 10 basketball-specific
HIIT sessions in their normal team training, the other group (n = 13) continued
their team training routine and served as controls (CG). All HIIT sessions contained
different basketball-specific drills. Before (pre-) and after the training period
(post-) physical fitness was tested. RESULTS: The Yo-yo intermittent recovery test
(Yo-yo IR) performance was very likely increased in the TG (26,5 %). No improvements
in the Yo-Yo IR performance were found in the CG (-6,8%). Likely positive effects in
the TG were evident for the sprint and agility tests with (1.2 ± 2.4%, ES: 0.25,
p = 0.29) and without ball (1.5 ± 4.6%, ES: 0.34, p = 0.20). The sprint and agility
performance with ball significantly decreased in the CG by -2.8 ± 4.7% (ES: 0.49,
p < 0.01). No differences between the groups were found for counter movement jump
with arm swing (TG: ES = 0.14, p = 0.45, CG: ES = 0.20 p = 0.18), counter movement
jump (TG: ES = 0.05, p = 0.70, CG: ES = 0.19, p = 0.10), squat jump (TG: ES = 0.06,
p = 0.72, CG: ES = 0.10, p = 0.54) and long jump (TG: ES = 0.00, p = 0.82, CG:
ES = 0.00, p = 0.81). CONCLUSION: A 5-week, basketball-specific HIIT improves the
aerobic performance in young female basketball athletes.
"	Aschendorf PF|Zinner C|Delextrat A|Engelmeyer E|Mester J	German Sport University Cologne	The Physician and sportsmedicine	9/8/18 6:00
28891550	Common types and countermeasures of ankle ligament injury caused by intense	"OBJECTIVE: To analyze ankle ligament injury of basketball players caused during movement, summarize injury types, analyze the causes of injury, and put forward
corresponding control measures. METHODS: The author selected 3100 basketball players
with ankle ligament injury during basketball movement and admitted to different
hospitals from June 2011 to June 2015 for stochastic analysis. Through the
literature, investigation, and observation, etc., common types of injuries of
basketball players are analyzed, and damage preventive measures of basketball
players are discussed, so as to find measures to prevent and treat ankle ligament
injury of basketball players and promote physical rehabilitation of players, which
is in favor of their better career development. RESULTS: Basketball players are
prone to ankle ligament injury in training or competition, which has a direct
relationship with players' poor safety consciousness and insufficient preparation
during movement. CONCLUSION: Basketball players will often have serious ankle
ligament injury in the process of movement. Basketball coaches and players should
reduce serious injury to players in training or competition, so as to stimulate
passion of more professional basketball sports students for basketball, which also
has a positive meaning for their future career.
"	Hu H	Henan Institute of Science  Technology	Nigerian journal of clinical practice	9/12/17 6:00
29135275	The Effects of Playing Multiple High School Sports on National Basketball	"BACKGROUND: Athletes who specialize in their sport at an early age may be at risk for burnout, overuse injury, and reduced attainment of elite status. Timing of sport
specialization has not been studied in elite basketball athletes. HYPOTHESIS:
National Basketball Association (NBA) players who played multiple sports during
adolescence would be less likely to experience injury and would have higher
participation rates in terms of games played and career length compared with
single-sport athletes. STUDY DESIGN: Descriptive epidemiology study. METHODS:
First-round draft picks from 2008 to 2015 in the NBA were included in the study.
From publically available records from the internet, the following data were
collected for each athlete: participation in high school sports, major injuries
sustained in the NBA, percentage of games played in the NBA, and whether the athlete
was still active in the NBA. Athletes who participated in sports in addition to
basketball during high school were defined as multisport athletes and were compared
with athletes who participated only in basketball in high school. RESULTS: Two
hundred thirty-seven athletes were included in the study, of which 36 (15%) were
multisport athletes and 201 (85%) were single-sport athletes in high school. The
multisport cohort played in a statistically significantly greater percentage of
total games (78.4% vs 72.8%; P < .001). Participants in the multisport cohort were
less likely to sustain a major injury during their career (25% vs 43%, P = .03).
Finally, a greater percentage of the multisport athletes were active in the league
at time of data acquisition, indicating increased longevity in the NBA (94% vs
81.1%; P = .03). CONCLUSION: While a minority of professional basketball athletes
participated in multiple sports in high school, those who were multisport athletes
participated in more games, experienced fewer major injuries, and had longer careers
than those who participated in a single sport. Further research is needed to
determine the reasons behind these differences.
"	Rugg C|Kadoor A|Feeley BT|Pandya NK	University of California San Francisco	The American journal of sports medicine	11/15/17 6:00
27872123	Effect of External Ankle Support on Ankle and Knee Biomechanics During the Cutting	"BACKGROUND: Despite the high prevalence of lower extremity injuries in female basketball players as well as a high proportion of athletes who wear ankle braces,
there is a paucity of research pertaining to the effects of ankle bracing on ankle
and knee biomechanics during basketball-specific tasks. PURPOSE: To compare the
effects of a lace-up brace (ASO), a hinged brace (Active T2), and no ankle bracing
(control) on ankle and knee joint kinematics and joint reaction forces in female
basketball athletes during a cutting maneuver. STUDY DESIGN: Controlled laboratory
study. METHODS: Twenty healthy, semi-elite female basketball players performed a
cutting task under both ankle brace conditions (lace-up ankle brace and hinged ankle
brace) and a no-brace condition. The 3-dimensional kinematics of the ankle and knee
during the cutting maneuver were measured with an 18-camera motion analysis system
(250 Hz), and ground-reaction force data were collected by use of a multichannel
force plate (2000 Hz) to quantify ankle and knee joint reaction forces. Conditions
were randomized using a block randomization method. RESULTS: Compared with the
control condition, the hinged ankle brace significantly restricted peak ankle
inversion (mean difference, 1.7°; P = .023). No significant difference was found
between the lace-up brace and the control condition ( P = .865). Compared with the
lace-up brace, the hinged brace significantly reduced ankle and knee joint
compressive forces at the time of peak ankle dorsiflexion (mean difference, 1.5 N/kg
[ P = .018] and 1.4 N/kg [ P = .013], respectively). Additionally, the hinged ankle
brace significantly reduced knee anterior shear forces compared with the lace-up
brace both during the deceleration phase and at peak ankle dorsiflexion (mean
difference, 0.8 N/kg [ P = .018] and 0.9 N/kg [ P = .011], respectively).
CONCLUSION: The hinged ankle brace significantly reduced ankle inversion compared
with the no-brace condition and reduced ankle and knee joint forces compared with
the lace-up brace in a female basketball population during a cutting task. Compared
with the lace-up brace, the hinged brace may be a better choice of prophylactic
ankle support for female basketball players from a biomechanical perspective.
However, both braces increased knee internal rotation and knee abduction angles,
which may be problematic for a population that already has a high prevalence of knee
injuries.
"	Klem NR|Wild CY|Williams SA|Ng L	Curtin University	The American journal of sports medicine	11/23/16 6:00
31589636	Trends in NBA and Euroleague basketball: Analysis and comparison of statistical data	"We analyse and compare NBA and Euroleague basketball through box-score statistics in the period from 2000 to 2017. Overall, the quantitative differences between the NBA
and Euroleague have decreased and are still decreasing. Differences are even smaller
after we adjust for game length and when playoff NBA basketball is considered
instead of regular season basketball. The differences in factors that contribute to
success are also very small-(Oliver's) four factors derived from box-score
statistics explain most of the variability in team success even if the coefficients
are determined for both competitions simultaneously instead of each competition
separately. The largest difference is game pace-in the NBA there are more
possessions per game. The number of blocks, the defensive rebounding rate and the
number of free throws per foul committed are also higher in the NBA, while the
number of fouls committed is lower. Most of the differences that persist can be
reasonably explained by the contrasts between the better athleticism of NBA players
and more emphasis on tactical aspects of basketball in the Euroleague.
"	Mandić R|Jakovljević S|Erčulj F|Štrumbelj E	University of Ljubljana	PloS one	10/8/19 6:00
31580704	Epidemiology of Secondary School Boys' and Girls' Basketball Injuries: National	"CONTEXT: Little is known about non-time-loss (NTL) injury patterns in basketball athletes. Knowledge of these patterns may aid in the development of prevention and
management strategies for patients with these injuries. OBJECTIVE: To describe the
epidemiology of time-loss (TL) and NTL injuries sustained by secondary school boys'
and girls' basketball athletes. DESIGN: Descriptive epidemiology study. SETTING:
Eighty-six unique schools provided data, with 84 and 83 contributing to boys' and
girls' basketball, respectively. PATIENTS OR OTHER PARTICIPANTS: Athletes
participating in secondary school-sponsored boys' and girls' basketball. MAIN
OUTCOME MEASURE(S): Boys' and girls' basketball data from the National Athletic
Treatment, Injury and Outcomes Network (NATION) injury-surveillance program
(2011-2012 through 2013-2014 years) were analyzed. Injury counts, rates, and rate
ratios (IRRs) were reported with 95% confidence intervals (CIs). RESULTS: The NATION
captured 2653 injuries over 364 355 athlete-exposures (AEs) for boys' basketball and
2394 injuries over 288 286 AE for girls' basketball, producing rates of 7.28/1000
AEs (95% CI = 7.00, 7.56) for boys and 8.30/1000 AEs (95% CI = 7.97, 8.64) for
girls. The overall injury rates were slightly lower for boys (IRR = 0.88; 95% CI =
0.83, 0.93). For boys, 559 (21.1%) injuries were TL and 2094 (78.9%) were NTL,
producing a TL injury rate of 1.53/1000 AEs (95% CI = 1.40, 1.66) and an NTL injury
rate of 5.75/1000 AEs (95% CI = 5.50, 5.99). For girls, 499 (20.8%) injuries were TL
and 1895 (79.2%) were NTL, producing a TL injury rate of 1.73/1000 AEs (95% CI =
1.58, 1.88) and an NTL injury rate of 6.57/1000 AEs (95% CI = 6.28, 6.87). Rates of
TL injuries were similar between boys' and girls' basketball (IRR = 0.89; 95% CI =
0.79, 1.00); NTL injury rates were lower for boys (IRR = 0.87; 95% CI = 0.82, 0.93).
CONCLUSIONS: When NTL injuries were included, the rates of injury in boys' and
girls' secondary school basketball were higher than previously reported.
"	Allen AN|Wasserman EB|Williams RM|Simon JE|Dompier TP|Kerr ZY|Valier ARS	A.T. Still University	Journal of athletic training	10/4/19 6:00
27467516	Physical and Physiological Demands of Experienced Male Basketball Players During a	"Puente, C, Abián-Vicén, J, Areces, F, López, R, and Del Coso, J. Physical and physiological demands of experienced male basketball players during a competitive
game. J Strength Cond Res 31(4): 956-962, 2017-The aim of this investigation was to
analyze the physical and physiological demands of experienced basketball players
during a real and competitive game. Twenty-five well-trained basketball players (8
guards, 8 forwards, and 9 centers) played a competitive game on an outdoor court.
Instantaneous running speeds, the number of body impacts above 5 g, and the number
of accelerations and decelerations were assessed by means of a 15-Hz global
Positioning System accelerometer unit. Individual heart rate was also recorded using
heart rate monitors. As a group mean, the basketball players covered 82.6 ± 7.8
m·min during the game with a mean heart rate of 89.8 ± 4.4% of maximal heart rate.
Players covered 3 ± 3% of the total distance running at above 18 km·h and performed
0.17 ± 0.13 sprints per minute. The number of body impacts was 8.2 ± 1.8 per minute
of play. The running pace of forwards was higher than that of centers (86.8 ± 6.2
vs. 76.6 ± 6.0 m·min; p ≤ 0.05). The maximal speed obtained during the game was
significantly higher for guards than that for centers (24.0 ± 1.6 km·h vs. 21.3 ±
1.6 km·h; p ≤ 0.05). Centers performed a lower number of accelerations/decelerations
than guards and forwards (p ≤ 0.05). In conclusion, the extraordinary rates of
specific movements performed by these experienced basketball players indicate the
high physiological demands necessary to be able to compete in this sport. The
centers were the basketball players who showed lower physiological demands during a
game, whereas there were no differences between guards and forwards. These results
can be used by coaches to adapt basketball training programs to the specific demands
of each playing position.
"	Puente C|Abián-Vicén J|Areces F|López R|Del Coso J	Camilo José Cela University|University of Castilla La Mancha	Journal of strength and conditioning research	7/29/16 6:00
